,event_id,store_id,campaign_id,product_code,base_price(before_promo),quantity_sold(before_promo),promo_type,base_price(after_promo),quantity_sold(after_promo),category,product_name
570,1ee94b,STHYD-0,CAMP_DIW_01,P13,350,68.0,BOGOF,175,235,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
571,e89f85,STCBE-1,CAMP_SAN_01,P05,55,25.0,25% OFF,41,18,Home Care,Atliq_Scrub_Sponge_For_Dishwash
572,edaef4,STHYD-5,CAMP_SAN_01,P03,200,416.0,BOGOF,100,1630,Grocery & Staples,Atliq_Suflower_Oil (1L)
573,5f8870,STMYS-1,CAMP_DIW_01,P13,350,70.0,BOGOF,175,270,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
574,780aaa,STMYS-1,CAMP_SAN_01,P06,415,19.0,25% OFF,311,14,Home Care,Atliq_Fusion_Container_Set_of_3
575,c24879,STCBE-1,CAMP_SAN_01,P04,370,370.0,BOGOF,185,1439,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
576,dd6685,STMYS-2,CAMP_DIW_01,P06,415,78.0,25% OFF,311,70,Home Care,Atliq_Fusion_Container_Set_of_3
577,4888d5,STBLR-3,CAMP_DIW_01,P07,300,70.0,BOGOF,150,231,Home Care,Atliq_Curtains
578,652101,STBLR-1,CAMP_DIW_01,P07,300,61.0,BOGOF,150,189,Home Care,Atliq_Curtains
579,a37f93,STVSK-3,CAMP_DIW_01,P14,1020,38.0,BOGOF,510,117,Home Appliances,Atliq_waterproof_Immersion_Rod
580,3aaafb,STMDU-2,CAMP_DIW_01,P06,415,50.0,25% OFF,311,43,Home Care,Atliq_Fusion_Container_Set_of_3
581,e5e244,STBLR-5,CAMP_DIW_01,P02,860,351.0,33% OFF,576,526,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
582,18a68a,STMLR-0,CAMP_DIW_01,P01,172,173.0,33% OFF,115,250,Grocery & Staples,Atliq_Masoor_Dal (1KG)
583,c3ae5a,STBLR-1,CAMP_SAN_01,P11,190,39.0,50% OFF,95,55,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
584,2b8abd,STCHE-2,CAMP_SAN_01,P14,1020,105.0,BOGOF,510,407,Home Appliances,Atliq_waterproof_Immersion_Rod
585,d33301,STHYD-0,CAMP_DIW_01,P05,55,98.0,25% OFF,41,88,Home Care,Atliq_Scrub_Sponge_For_Dishwash
586,dd2475,STBLR-4,CAMP_DIW_01,P04,290,325.0,25% OFF,217,289,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
587,ccbc3a,STTRV-0,CAMP_DIW_01,P06,415,52.0,25% OFF,311,49,Home Care,Atliq_Fusion_Container_Set_of_3
588,cf0a2a,STHYD-3,CAMP_DIW_01,P09,110,92.0,50% OFF,55,147,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
589,0a3c5c,STMDU-1,CAMP_DIW_01,P13,350,47.0,BOGOF,175,163,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
590,5f2c41,STCHE-6,CAMP_DIW_01,P08,1190,54.0,BOGOF,595,185,Home Care,Atliq_Double_Bedsheet_set
591,6c9451,STVSK-0,CAMP_DIW_01,P03,156,259.0,25% OFF,117,225,Grocery & Staples,Atliq_Suflower_Oil (1L)
592,58e374,STBLR-0,CAMP_DIW_01,P07,300,64.0,BOGOF,150,250,Home Care,Atliq_Curtains
593,d671d3,STVSK-1,CAMP_DIW_01,P12,62,91.0,50% OFF,31,113,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
594,096adc,STBLR-8,CAMP_SAN_01,P02,860,441.0,33% OFF,576,626,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
595,ce5851,STMDU-2,CAMP_SAN_01,P03,200,318.0,BOGOF,100,1265,Grocery & Staples,Atliq_Suflower_Oil (1L)
596,d2dc77,STMLR-0,CAMP_DIW_01,P13,350,40.0,BOGOF,175,119,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
597,f9b0ef,STVJD-0,CAMP_DIW_01,P05,55,56.0,25% OFF,41,54,Home Care,Atliq_Scrub_Sponge_For_Dishwash
598,52ec61,STBLR-8,CAMP_DIW_01,P10,65,133.0,50% OFF,32,172,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
599,0b38d9,STMYS-3,CAMP_DIW_01,P08,1190,29.0,BOGOF,595,115,Home Care,Atliq_Double_Bedsheet_set
600,96a556,STBLR-1,CAMP_DIW_01,P02,860,358.0,33% OFF,576,537,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
601,7bdc1e,STVSK-4,CAMP_DIW_01,P07,300,50.0,BOGOF,150,149,Home Care,Atliq_Curtains
602,73d86f,STVSK-2,CAMP_SAN_01,P10,50,31.0,25% OFF,37,26,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
603,eae379,STVJD-0,CAMP_DIW_01,P01,172,161.0,33% OFF,115,231,Grocery & Staples,Atliq_Masoor_Dal (1KG)
604,a34aa4,STBLR-5,CAMP_DIW_01,P03,156,369.0,25% OFF,117,332,Grocery & Staples,Atliq_Suflower_Oil (1L)
605,ffaba4,STBLR-8,CAMP_SAN_01,P09,90,46.0,25% OFF,67,33,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
606,335090,STMYS-0,CAMP_DIW_01,P15,3000,262.0,500 Cashback,2500,673,Combo1,Atliq_Home_Essential_8_Product_Combo
607,8c13bb,STBLR-5,CAMP_DIW_01,P08,1190,47.0,BOGOF,595,159,Home Care,Atliq_Double_Bedsheet_set
608,dbaf92,STBLR-6,CAMP_SAN_01,P01,172,301.0,33% OFF,115,454,Grocery & Staples,Atliq_Masoor_Dal (1KG)
609,5a6ad7,STBLR-9,CAMP_DIW_01,P14,1020,45.0,BOGOF,510,153,Home Appliances,Atliq_waterproof_Immersion_Rod
610,a1624e,STHYD-1,CAMP_DIW_01,P02,860,351.0,33% OFF,576,449,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
611,cd3392,STCHE-6,CAMP_SAN_01,P07,300,31.0,BOGOF,150,123,Home Care,Atliq_Curtains
612,73211e,STCBE-1,CAMP_DIW_01,P01,172,182.0,33% OFF,115,223,Grocery & Staples,Atliq_Masoor_Dal (1KG)
613,6dae49,STBLR-1,CAMP_DIW_01,P05,55,117.0,25% OFF,41,114,Home Care,Atliq_Scrub_Sponge_For_Dishwash
614,40f110,STBLR-9,CAMP_DIW_01,P12,62,122.0,50% OFF,31,163,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
615,d5769b,STCBE-2,CAMP_SAN_01,P09,90,42.0,25% OFF,67,34,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
616,7d6e2a,STMLR-0,CAMP_DIW_01,P03,156,166.0,25% OFF,117,146,Grocery & Staples,Atliq_Suflower_Oil (1L)
617,c7fefa,STMDU-1,CAMP_SAN_01,P11,190,28.0,50% OFF,95,40,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
618,ace471,STMDU-0,CAMP_SAN_01,P04,370,273.0,BOGOF,185,1201,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
619,59f792,STCHE-4,CAMP_DIW_01,P15,3000,448.0,500 Cashback,2500,1545,Combo1,Atliq_Home_Essential_8_Product_Combo
620,4fbcf6,STHYD-1,CAMP_SAN_01,P06,415,27.0,25% OFF,311,22,Home Care,Atliq_Fusion_Container_Set_of_3
621,6b2afc,STCBE-4,CAMP_SAN_01,P08,1190,30.0,BOGOF,595,79,Home Care,Atliq_Double_Bedsheet_set
622,8ea7e8,STVJD-1,CAMP_SAN_01,P09,90,37.0,25% OFF,67,26,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
623,11971a,STHYD-2,CAMP_SAN_01,P11,190,45.0,50% OFF,95,62,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
624,1fc58f,STMDU-1,CAMP_SAN_01,P01,172,244.0,33% OFF,115,334,Grocery & Staples,Atliq_Masoor_Dal (1KG)
625,61f82c,STBLR-5,CAMP_DIW_01,P11,190,63.0,50% OFF,95,81,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
626,df4373,STMDU-2,CAMP_SAN_01,P07,300,33.0,BOGOF,150,128,Home Care,Atliq_Curtains
627,d1138a,STTRV-1,CAMP_DIW_01,P12,62,63.0,50% OFF,31,84,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
628,4ca177,STVSK-4,CAMP_SAN_01,P14,1020,75.0,BOGOF,510,198,Home Appliances,Atliq_waterproof_Immersion_Rod
629,9.90E+87,STHYD-6,CAMP_DIW_01,P05,55,117.0,25% OFF,41,104,Home Care,Atliq_Scrub_Sponge_For_Dishwash
630,7.83E+87,STMDU-3,CAMP_DIW_01,P14,1020,31.0,BOGOF,510,108,Home Appliances,Atliq_waterproof_Immersion_Rod
631,f49149,STMYS-0,CAMP_SAN_01,P06,415,27.0,25% OFF,311,22,Home Care,Atliq_Fusion_Container_Set_of_3
632,4406de,STVSK-1,CAMP_SAN_01,P11,190,28.0,50% OFF,95,40,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
633,166ffe,STMYS-1,CAMP_SAN_01,P10,50,28.0,25% OFF,37,20,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
634,b7286f,STBLR-5,CAMP_SAN_01,P02,860,507.0,33% OFF,576,704,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
635,6bce12,STMYS-0,CAMP_SAN_01,P07,300,46.0,BOGOF,150,120,Home Care,Atliq_Curtains
636,5dfa52,STVSK-2,CAMP_DIW_01,P04,290,244.0,25% OFF,217,217,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
637,d61f6f,STHYD-3,CAMP_SAN_01,P03,200,331.0,BOGOF,100,903,Grocery & Staples,Atliq_Suflower_Oil (1L)
638,c1c42d,STMLR-1,CAMP_SAN_01,P09,90,28.0,25% OFF,67,22,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
639,bcf305,STCHE-5,CAMP_DIW_01,P09,110,75.0,50% OFF,55,80,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
640,5a4d9d,STCHE-1,CAMP_SAN_01,P02,860,468.0,33% OFF,576,599,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
641,a107c4,STVJD-0,CAMP_SAN_01,P05,55,16.0,25% OFF,41,14,Home Care,Atliq_Scrub_Sponge_For_Dishwash
642,13d333,STCHE-7,CAMP_SAN_01,P01,172,256.0,33% OFF,115,358,Grocery & Staples,Atliq_Masoor_Dal (1KG)
643,78bc80,STVJD-0,CAMP_SAN_01,P07,300,22.0,BOGOF,150,85,Home Care,Atliq_Curtains
644,f8a2a6,STMDU-1,CAMP_SAN_01,P09,90,45.0,25% OFF,67,36,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
645,e7cb59,STCHE-3,CAMP_DIW_01,P11,190,96.0,50% OFF,95,120,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
646,9b5299,STBLR-6,CAMP_DIW_01,P04,290,360.0,25% OFF,217,320,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
647,f682ec,STBLR-0,CAMP_SAN_01,P01,172,273.0,33% OFF,115,382,Grocery & Staples,Atliq_Masoor_Dal (1KG)
648,a25cbf,STCHE-2,CAMP_DIW_01,P04,290,295.0,25% OFF,217,289,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
649,8f2264,STBLR-7,CAMP_DIW_01,P12,62,124.0,50% OFF,31,184,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
650,11178a,STCBE-0,CAMP_DIW_01,P07,300,36.0,BOGOF,150,118,Home Care,Atliq_Curtains
651,62775f,STCHE-2,CAMP_DIW_01,P07,300,59.0,BOGOF,150,196,Home Care,Atliq_Curtains
652,5bfb5e,STCBE-4,CAMP_DIW_01,P10,65,57.0,50% OFF,32,72,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
653,dec49d,STMDU-2,CAMP_SAN_01,P05,55,21.0,25% OFF,41,17,Home Care,Atliq_Scrub_Sponge_For_Dishwash
654,bfb2b4,STBLR-7,CAMP_SAN_01,P13,350,133.0,BOGOF,175,559,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
655,1fcfc6,STVSK-0,CAMP_SAN_01,P11,190,31.0,50% OFF,95,46,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
656,c3b511,STCBE-3,CAMP_SAN_01,P14,1020,75.0,BOGOF,510,297,Home Appliances,Atliq_waterproof_Immersion_Rod
657,42a404,STCBE-1,CAMP_SAN_01,P12,62,42.0,50% OFF,31,48,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
658,0c0339,STHYD-2,CAMP_DIW_01,P07,300,64.0,BOGOF,150,211,Home Care,Atliq_Curtains
659,4cefe1,STMYS-1,CAMP_DIW_01,P12,62,127.0,50% OFF,31,185,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
660,0013db,STBLR-1,CAMP_SAN_01,P02,860,435.0,33% OFF,576,622,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
661,4cd59b,STVSK-0,CAMP_SAN_01,P09,90,42.0,25% OFF,67,35,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
662,2fe921,STCHE-0,CAMP_SAN_01,P05,55,25.0,25% OFF,41,21,Home Care,Atliq_Scrub_Sponge_For_Dishwash
663,f90ae9,STCBE-0,CAMP_SAN_01,P13,350,82.0,BOGOF,175,323,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
664,9c5d5a,STMDU-1,CAMP_DIW_01,P02,860,308.0,33% OFF,576,455,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
665,e553f2,STTRV-0,CAMP_DIW_01,P13,350,38.0,BOGOF,175,129,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
666,86ec8d,STMDU-3,CAMP_SAN_01,P04,370,303.0,BOGOF,185,1172,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
667,4fc1b2,STCHE-2,CAMP_DIW_01,P08,1190,47.0,BOGOF,595,165,Home Care,Atliq_Double_Bedsheet_set
668,420258,STVSK-3,CAMP_SAN_01,P14,1020,54.0,BOGOF,510,137,Home Appliances,Atliq_waterproof_Immersion_Rod
669,0f5588,STMYS-3,CAMP_DIW_01,P03,156,378.0,25% OFF,117,332,Grocery & Staples,Atliq_Suflower_Oil (1L)
670,86196b,STTRV-0,CAMP_SAN_01,P06,415,13.0,25% OFF,311,11,Home Care,Atliq_Fusion_Container_Set_of_3
671,4dcb0e,STBLR-8,CAMP_SAN_01,P03,200,360.0,BOGOF,100,1414,Grocery & Staples,Atliq_Suflower_Oil (1L)
672,9acfa3,STCHE-0,CAMP_DIW_01,P12,62,115.0,50% OFF,31,154,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
673,ebbbb9,STVSK-1,CAMP_SAN_01,P05,55,19.0,25% OFF,41,14,Home Care,Atliq_Scrub_Sponge_For_Dishwash
674,b6233e,STMLR-2,CAMP_DIW_01,P01,172,175.0,33% OFF,115,222,Grocery & Staples,Atliq_Masoor_Dal (1KG)
675,f25735,STBLR-3,CAMP_DIW_01,P09,110,66.0,50% OFF,55,85,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
676,ec29f9,STTRV-1,CAMP_SAN_01,P06,415,21.0,25% OFF,311,19,Home Care,Atliq_Fusion_Container_Set_of_3
677,ea384f,STBLR-7,CAMP_SAN_01,P10,50,40.0,25% OFF,37,33,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
678,21ac82,STHYD-2,CAMP_SAN_01,P06,415,46.0,25% OFF,311,34,Home Care,Atliq_Fusion_Container_Set_of_3
679,7a9ebd,STTRV-0,CAMP_DIW_01,P11,190,33.0,50% OFF,95,42,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
680,80be79,STBLR-4,CAMP_SAN_01,P08,1190,39.0,BOGOF,595,156,Home Care,Atliq_Double_Bedsheet_set
681,ff9fa7,STBLR-9,CAMP_SAN_01,P06,415,43.0,25% OFF,311,40,Home Care,Atliq_Fusion_Container_Set_of_3
682,f940cf,STHYD-6,CAMP_DIW_01,P13,350,77.0,BOGOF,175,260,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
683,1e51ee,STVSK-3,CAMP_SAN_01,P12,62,43.0,50% OFF,31,51,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
684,5.00E+300,STVJD-1,CAMP_DIW_01,P14,1020,24.0,BOGOF,510,80,Home Appliances,Atliq_waterproof_Immersion_Rod
685,f0365e,STCHE-2,CAMP_DIW_01,P09,110,85.0,50% OFF,55,90,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
686,acaff0,STHYD-0,CAMP_DIW_01,P12,62,133.0,50% OFF,31,195,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
687,1ed982,STCHE-6,CAMP_DIW_01,P13,350,75.0,BOGOF,175,252,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
688,b46d32,STMDU-1,CAMP_SAN_01,P04,370,337.0,BOGOF,185,1337,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
689,ce68be,STCHE-3,CAMP_SAN_01,P01,172,310.0,33% OFF,115,421,Grocery & Staples,Atliq_Masoor_Dal (1KG)
690,1a4a61,STCHE-1,CAMP_SAN_01,P06,415,36.0,25% OFF,311,29,Home Care,Atliq_Fusion_Container_Set_of_3
691,2c7cc7,STBLR-1,CAMP_SAN_01,P10,50,28.0,25% OFF,37,24,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
692,9e59d5,STVSK-1,CAMP_DIW_01,P05,55,64.0,25% OFF,41,49,Home Care,Atliq_Scrub_Sponge_For_Dishwash
693,79f662,STVSK-1,CAMP_SAN_01,P09,90,40.0,25% OFF,67,28,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
694,463205,STVSK-2,CAMP_DIW_01,P02,860,215.0,33% OFF,576,371,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
695,bf2632,STCHE-1,CAMP_SAN_01,P12,62,57.0,50% OFF,31,66,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
696,951bda,STBLR-9,CAMP_DIW_01,P07,300,63.0,BOGOF,150,213,Home Care,Atliq_Curtains
697,ef61c6,STHYD-2,CAMP_SAN_01,P07,300,48.0,BOGOF,150,188,Home Care,Atliq_Curtains
698,69a3d2,STTRV-1,CAMP_SAN_01,P08,1190,24.0,BOGOF,595,92,Home Care,Atliq_Double_Bedsheet_set
699,d5b8af,STVJD-1,CAMP_SAN_01,P11,190,25.0,50% OFF,95,35,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
700,0f8686,STVSK-0,CAMP_SAN_01,P07,300,24.0,BOGOF,150,92,Home Care,Atliq_Curtains
701,4a42f9,STBLR-7,CAMP_DIW_01,P08,1190,49.0,BOGOF,595,186,Home Care,Atliq_Double_Bedsheet_set
702,d953a5,STBLR-1,CAMP_SAN_01,P01,172,297.0,33% OFF,115,418,Grocery & Staples,Atliq_Masoor_Dal (1KG)
703,88a405,STMLR-2,CAMP_DIW_01,P12,62,63.0,50% OFF,31,71,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
704,ed2257,STBLR-2,CAMP_DIW_01,P01,172,358.0,33% OFF,115,529,Grocery & Staples,Atliq_Masoor_Dal (1KG)
705,0b9826,STHYD-6,CAMP_DIW_01,P11,190,57.0,50% OFF,95,71,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
706,2361c6,STBLR-0,CAMP_DIW_01,P06,415,94.0,25% OFF,311,83,Home Care,Atliq_Fusion_Container_Set_of_3
707,7e28fb,STHYD-4,CAMP_DIW_01,P06,415,96.0,25% OFF,311,92,Home Care,Atliq_Fusion_Container_Set_of_3
708,a7c40d,STMLR-1,CAMP_DIW_01,P09,110,38.0,50% OFF,55,50,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
709,d1ceaf,STBLR-5,CAMP_SAN_01,P10,50,36.0,25% OFF,37,29,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
710,1a1a02,STBLR-0,CAMP_SAN_01,P04,370,465.0,BOGOF,185,2064,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
711,a1ef43,STTRV-1,CAMP_SAN_01,P12,62,78.0,50% OFF,31,38,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
712,da1969,STVSK-1,CAMP_SAN_01,P03,200,322.0,BOGOF,100,1291,Grocery & Staples,Atliq_Suflower_Oil (1L)
713,802dfa,STBLR-3,CAMP_SAN_01,P07,300,54.0,BOGOF,150,217,Home Care,Atliq_Curtains
714,e5d28d,STVSK-0,CAMP_SAN_01,P13,350,73.0,BOGOF,175,282,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
715,33da9a,STHYD-5,CAMP_DIW_01,P14,1020,54.0,BOGOF,510,183,Home Appliances,Atliq_waterproof_Immersion_Rod
716,ef95a9,STBLR-3,CAMP_DIW_01,P13,350,87.0,BOGOF,175,298,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
717,6ee8ab,STVSK-0,CAMP_SAN_01,P06,415,16.0,25% OFF,311,13,Home Care,Atliq_Fusion_Container_Set_of_3
718,34ac29,STMDU-0,CAMP_DIW_01,P06,415,73.0,25% OFF,311,64,Home Care,Atliq_Fusion_Container_Set_of_3
719,9fae1c,STHYD-2,CAMP_DIW_01,P15,3000,400.0,500 Cashback,2500,1176,Combo1,Atliq_Home_Essential_8_Product_Combo
720,0953d7,STVSK-1,CAMP_SAN_01,P02,860,387.0,33% OFF,576,530,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
721,8.31E+08,STCBE-2,CAMP_DIW_01,P08,1190,33.0,BOGOF,595,129,Home Care,Atliq_Double_Bedsheet_set
722,c134bb,STBLR-8,CAMP_SAN_01,P07,300,51.0,BOGOF,150,205,Home Care,Atliq_Curtains
723,def6ff,STMDU-0,CAMP_DIW_01,P11,190,70.0,50% OFF,95,89,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
724,29411f,STBLR-6,CAMP_SAN_01,P08,1190,69.0,BOGOF,595,303,Home Care,Atliq_Double_Bedsheet_set
725,75c3a0,STBLR-0,CAMP_DIW_01,P13,350,73.0,BOGOF,175,282,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
726,8e6ee5,STMLR-0,CAMP_DIW_01,P05,55,52.0,25% OFF,41,45,Home Care,Atliq_Scrub_Sponge_For_Dishwash
727,53bb94,STHYD-2,CAMP_DIW_01,P02,860,402.0,33% OFF,576,611,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
728,d41d53,STCHE-5,CAMP_DIW_01,P01,172,334.0,33% OFF,115,424,Grocery & Staples,Atliq_Masoor_Dal (1KG)
729,cea0e2,STCHE-2,CAMP_DIW_01,P11,190,73.0,50% OFF,95,84,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
730,d62a10,STCHE-7,CAMP_DIW_01,P13,350,63.0,BOGOF,175,242,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
731,ab8eb3,STHYD-6,CAMP_DIW_01,P06,415,85.0,25% OFF,311,74,Home Care,Atliq_Fusion_Container_Set_of_3
732,eb8939,STBLR-9,CAMP_DIW_01,P06,415,91.0,25% OFF,311,89,Home Care,Atliq_Fusion_Container_Set_of_3
733,366c89,STMDU-3,CAMP_SAN_01,P06,415,25.0,25% OFF,311,20,Home Care,Atliq_Fusion_Container_Set_of_3
734,0a0062,STHYD-4,CAMP_DIW_01,P12,62,110.0,50% OFF,31,146,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
735,5c7b20,STCBE-4,CAMP_DIW_01,P05,55,101.0,25% OFF,41,89,Home Care,Atliq_Scrub_Sponge_For_Dishwash
736,e4f1f3,STCBE-3,CAMP_SAN_01,P11,190,33.0,50% OFF,95,50,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
737,c4dae9,STHYD-0,CAMP_DIW_01,P08,1190,52.0,BOGOF,595,180,Home Care,Atliq_Double_Bedsheet_set
738,cc4a67,STTRV-0,CAMP_DIW_01,P03,156,187.0,25% OFF,117,181,Grocery & Staples,Atliq_Suflower_Oil (1L)
739,861116,STBLR-7,CAMP_DIW_01,P06,415,96.0,25% OFF,311,84,Home Care,Atliq_Fusion_Container_Set_of_3
740,9cf38e,STCBE-3,CAMP_SAN_01,P09,90,40.0,25% OFF,67,32,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
741,3a8b79,STMDU-0,CAMP_DIW_01,P07,300,49.0,BOGOF,150,199,Home Care,Atliq_Curtains
742,95f061,STMYS-3,CAMP_SAN_01,P15,3000,78.0,500 Cashback,2500,443,Combo1,Atliq_Home_Essential_8_Product_Combo
743,7f1521,STMYS-1,CAMP_SAN_01,P05,55,19.0,25% OFF,41,14,Home Care,Atliq_Scrub_Sponge_For_Dishwash
744,6.20E+94,STMYS-0,CAMP_SAN_01,P08,1190,48.0,BOGOF,595,129,Home Care,Atliq_Double_Bedsheet_set
745,32c24e,STBLR-8,CAMP_DIW_01,P02,860,392.0,33% OFF,576,568,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
746,2c8137,STVSK-3,CAMP_SAN_01,P07,300,31.0,BOGOF,150,77,Home Care,Atliq_Curtains
747,8d349f,STCBE-4,CAMP_SAN_01,P10,50,22.0,25% OFF,37,18,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
748,5715c0,STVSK-1,CAMP_SAN_01,P12,62,46.0,50% OFF,31,66,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
749,cac6b5,STCBE-4,CAMP_SAN_01,P11,190,28.0,50% OFF,95,39,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
750,9bc176,STHYD-3,CAMP_SAN_01,P04,370,416.0,BOGOF,185,1085,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
751,e74698,STBLR-5,CAMP_DIW_01,P14,1020,43.0,BOGOF,510,144,Home Appliances,Atliq_waterproof_Immersion_Rod
752,171bbb,STTRV-0,CAMP_SAN_01,P15,3000,79.0,500 Cashback,2500,171,Combo1,Atliq_Home_Essential_8_Product_Combo
753,91649,STMDU-1,CAMP_SAN_01,P13,350,73.0,BOGOF,175,287,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
754,c115da,STCHE-2,CAMP_DIW_01,P13,350,84.0,BOGOF,175,293,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
755,5f313a,STCHE-2,CAMP_DIW_01,P10,65,78.0,50% OFF,32,135,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
756,da9b71,STVSK-1,CAMP_DIW_01,P06,415,63.0,25% OFF,311,51,Home Care,Atliq_Fusion_Container_Set_of_3
757,a50d87,STCBE-3,CAMP_DIW_01,P10,65,82.0,50% OFF,32,122,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
758,90b5b0,STBLR-3,CAMP_SAN_01,P05,55,25.0,25% OFF,41,18,Home Care,Atliq_Scrub_Sponge_For_Dishwash
759,6ba4b5,STMDU-0,CAMP_SAN_01,P05,55,15.0,25% OFF,41,12,Home Care,Atliq_Scrub_Sponge_For_Dishwash
760,65f85a,STBLR-7,CAMP_SAN_01,P12,62,58.0,50% OFF,31,92,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
